query_pid,query_wid,fold,p_no_cover_oof,y_no_cover
P_657911,W_177431,4,0.327814,0
P_658021,W_20120,1,0.75781,1
P_658027,W_20110,3,0.773629,1
P_658031,W_27320,2,0.689066,1
P_658034,W_11667,3,0.676626,0
P_658080,W_7245,0,0.119966,0
P_65818,W_9643,0,0.402329,1
P_658217,W_30246,1,0.59122,1
P_658219,W_54466,2,0.511823,1
P_658281,W_4846,1,0.654211,1
P_658304,W_30209,0,0.453533,0
P_658498,W_14861,0,0.649614,0
P_659183,W_82877,4,0.63424,1
P_659227,W_13552,4,0.712485,1
P_659231,W_30668,4,0.596026,1
P_659282,W_81722,2,0.672502,1
P_659507,W_132490,2,0.76009,1
P_659565,W_14379,0,0.734451,1
P_659674,W_133525,3,0.306705,0
P_660128,W_156542,3,0.499886,0
P_660143,W_3839,2,0.509125,1
P_660151,W_142497,1,0.068634,0
P_660176,W_111656,0,0.82295,1
P_6602,W_6602,2,0.245316,0
P_6603,W_6602,2,0.158331,0
P_66054,W_8202,2,0.095068,0
P_660544,W_4541,3,0.565681,1
P_660577,W_21695,1,0.57196,0
P_66067,W_564,4,0.168724,1
P_66071,W_961,0,0.351605,0
P_660898,W_31091,0,0.479381,0
P_661403,W_124571,0,0.747381,1
P_661427,W_34907,3,0.79242,1
P_661496,W_9297,4,0.561228,0
P_661530,W_20036,0,0.715401,1
P_661531,W_4816,2,0.67895,1
P_6616,W_6616,4,0.100227,0
P_661657,W_122709,2,0.122288,0
P_661664,W_627,2,0.358181,1
P_661666,W_134666,2,0.140429,0
P_6619,W_6616,4,0.020775,0
P_662139,W_115251,3,0.685598,1
P_662151,W_284,2,0.199275,0
P_662157,W_6715,2,0.723207,1
P_6622,W_430,3,0.121229,0
P_662217,W_39785,4,0.309056,0
P_6623,W_430,3,0.199054,1
P_662318,W_92616,2,0.86151,1
P_662321,W_50379,1,0.715026,1
P_662322,W_5283,4,0.632917,0
P_662329,W_4681,1,0.611585,0
P_6624,W_430,3,0.371871,0
P_662680,W_20110,3,0.654898,1
P_662700,W_134666,2,0.079311,0
P_662790,W_10907,3,0.541894,0
P_662895,W_2558,3,0.211827,0
P_662960,W_10577,3,0.808011,1
P_663019,W_83871,4,0.839662,1
P_663102,W_87758,0,0.286711,0
P_663180,W_25621,3,0.771723,1
P_663307,W_3997,3,0.157649,0
P_663309,W_11474,2,0.504537,1
P_663577,W_29130,3,0.688916,1
P_663582,W_59150,0,0.37096,1
P_663586,W_121296,2,0.627786,1
P_66361,W_799,4,0.101464,0
P_663698,W_5283,4,0.660328,1
P_663735,W_4843,1,0.850791,1
P_663739,W_70931,1,0.729411,1
P_663791,W_156124,3,0.724483,1
P_663796,W_156124,3,0.633626,0
P_663909,W_10212,3,0.587958,1
P_663916,W_11833,1,0.535396,1
P_663917,W_23116,0,0.6007,0
P_663918,W_2901,0,0.753583,1
P_663920,W_12159,4,0.549472,1
P_663921,W_59319,4,0.648486,1
P_663923,W_127392,1,0.720051,1
P_663925,W_114947,1,0.600775,1
P_663938,W_4854,1,0.67565,0
P_663939,W_4814,4,0.744781,0
P_663975,W_14861,0,0.440167,1
P_6640,W_3529,2,0.287292,0
P_664053,W_10745,1,0.752116,1
P_664058,W_10849,2,0.765948,0
P_664066,W_82200,4,0.798967,1
P_664070,W_109122,1,0.824468,1
P_6641,W_3529,2,0.228934,0
P_664164,W_24222,4,0.238737,0
P_664243,W_17053,4,0.060814,0
P_664253,W_68472,3,0.53516,1
P_664390,W_42338,0,0.701794,1
P_664478,W_10576,2,0.595001,0
P_664592,W_77153,3,0.049836,0
P_664680,W_39786,3,0.583115,0
P_664717,W_112640,1,0.553608,1
P_664720,W_117791,2,0.786096,1
P_664726,W_126096,4,0.603911,1
P_664851,W_31725,2,0.641307,0
P_664855,W_4806,4,0.680706,0
P_664856,W_25511,4,0.732874,0
P_66486,W_11387,1,0.186709,0
P_664882,W_13222,0,0.130182,0
P_665167,W_15519,4,0.067795,0
P_665170,W_994,2,0.190779,0
P_665177,W_34353,3,0.721633,1
P_665179,W_23770,4,0.80715,1
P_665208,W_23767,0,0.666914,1
P_665237,W_71702,3,0.749533,1
P_665249,W_13540,3,0.867851,0
P_665384,W_19789,1,0.150877,0
P_665502,W_39786,3,0.347035,0
P_665506,W_4849,1,0.687187,1
P_665567,W_21721,1,0.602626,0
P_665573,W_61207,0,0.541599,0
P_665599,W_31725,2,0.588769,0
P_665830,W_98152,3,0.478061,1
P_665852,W_26542,4,0.505882,1
P_666073,W_3353,4,0.447728,0
P_666367,W_118849,3,0.343784,0
P_666555,W_27328,1,0.641272,0
P_666557,W_86939,4,0.745728,1
P_666740,W_44137,3,0.712138,1
P_666843,W_118823,4,0.488911,1
P_666935,W_42311,0,0.409691,1
P_66724,W_40419,2,0.341781,0
P_667472,W_52851,4,0.111385,0
P_6676,W_6676,3,0.397144,1
P_667687,W_114490,1,0.737615,1
P_6677,W_6676,3,0.239,0
P_66780,W_2474,1,0.259729,0
P_668022,W_4846,1,0.731426,1
P_668023,W_4865,4,0.540583,0
P_668024,W_38429,4,0.721647,1
P_668042,W_2145,0,0.670678,0
P_668059,W_6453,1,0.519822,0
P_668086,W_26939,0,0.771528,1
P_668130,W_11823,4,0.638413,0
P_668131,W_87469,0,0.474661,1
P_668134,W_7253,2,0.527043,1
P_668135,W_32534,2,0.438529,1
P_668138,W_1347,4,0.556055,1
P_668161,W_10850,3,0.690743,1
P_668168,W_10901,2,0.716773,1
P_668218,W_70931,1,0.767808,1
P_668225,W_39786,3,0.40165,0
P_668233,W_83296,4,0.655285,0
P_668470,W_98770,4,0.503255,1
P_668484,W_68063,2,0.692923,0
P_668488,W_27894,2,0.712145,1
P_668490,W_146806,4,0.738254,0
P_668749,W_22581,3,0.154556,0
P_668895,W_8543,3,0.674224,1
P_668903,W_101220,0,0.637163,0
P_668996,W_5440,3,0.742994,1
P_668997,W_11667,3,0.662376,1
P_668998,W_11850,0,0.631249,1
P_669266,W_30424,2,0.179065,0
P_6693,W_6693,0,0.261621,0
P_669327,W_20069,2,0.627667,0
P_669328,W_5655,3,0.651907,0
P_6694,W_6693,0,0.156423,1
P_669557,W_50523,2,0.879873,1
P_669717,W_243,0,0.391632,1
P_669719,W_21695,1,0.583628,0
P_670015,W_10129,1,0.274152,1
P_670017,W_6753,3,0.191863,1
P_670166,W_56781,0,0.507449,1
P_670319,W_40199,4,0.598731,0
P_670552,W_25154,0,0.580828,1
P_670843,W_10603,4,0.390737,0
P_670844,W_27790,3,0.120268,0
P_671102,W_11798,3,0.839835,1
P_67111,W_17671,0,0.362259,1
P_67115,W_13873,4,0.722329,0
P_671302,W_77841,3,0.598957,1
P_671390,W_9004,2,0.210153,1
P_671418,W_20120,1,0.758346,0
P_671777,W_43088,2,0.056926,0
P_671865,W_4810,1,0.540684,1
P_671936,W_22965,1,0.668059,0
P_672051,W_39786,3,0.493297,1
P_672347,W_149519,0,0.480137,1
P_672420,W_51980,1,0.379857,1
P_672457,W_21828,3,0.070027,1
P_672544,W_20064,1,0.028087,0
P_672557,W_27894,2,0.737567,1
P_67288,W_62475,2,0.294922,1
P_673224,W_53040,3,0.772921,0
P_673225,W_13693,4,0.272455,0
P_673249,W_146806,4,0.46581,1
P_673291,W_13204,0,0.246145,1
P_673334,W_9006,2,0.810542,1
P_673433,W_62086,3,0.443934,1
P_673441,W_4835,2,0.490941,0
P_673444,W_28094,0,0.538074,0
P_673479,W_303,3,0.559368,0
P_67353,W_7446,1,0.299764,1
P_67354,W_7446,1,0.130261,0
P_673554,W_80336,0,0.587548,0
P_67358,W_7446,1,0.12913,0
P_673586,W_47901,1,0.182613,0
P_673590,W_4835,2,0.48075,0
P_67360,W_5388,1,0.311571,0
P_673615,W_73656,0,0.667075,1
P_673721,W_3497,1,0.718937,1
P_673758,W_1282,2,0.714235,1
P_673803,W_98152,3,0.470731,0
P_673881,W_4801,4,0.753986,1
P_673882,W_34699,3,0.634192,1
P_673912,W_127392,1,0.805497,0
P_674033,W_4698,1,0.830482,1
P_674159,W_2083,2,0.205323,1
P_6742,W_6549,2,0.456681,0
P_674442,W_1924,2,0.22058,0
P_674690,W_56366,4,0.457936,1
P_674715,W_10850,3,0.693021,1
P_674734,W_20541,3,0.466779,0
P_67477,W_14969,1,0.552295,0
P_674815,W_177431,4,0.243289,0
P_674823,W_164640,1,0.095821,0
P_674860,W_132686,2,0.488271,0
P_67496,W_3414,4,0.287804,0
P_67497,W_39520,2,0.37296,1
P_675110,W_64445,2,0.102421,0
P_675198,W_133525,3,0.706879,0
P_675203,W_135478,2,0.356534,0
P_67521,W_64513,2,0.56723,1
P_67522,W_21528,1,0.662671,1
P_6753,W_6753,3,0.1441,0
P_67530,W_2081,0,0.387471,1
P_675449,W_132900,0,0.050768,0
P_675488,W_134666,2,0.096645,0
P_67549,W_2930,3,0.596539,1
P_675574,W_115728,4,0.207811,0
P_675575,W_17053,4,0.082119,0
P_675613,W_118543,4,0.096055,1
P_675617,W_24222,4,0.110033,0
P_67570,W_25030,1,0.235093,1
P_675705,W_135478,2,0.198861,1
P_675717,W_140442,2,0.257752,0
P_67574,W_299,1,0.584963,1
P_675757,W_115728,4,0.153385,0
P_675761,W_64445,2,0.06146,0
P_675840,W_68897,1,0.179949,0
P_675879,W_139740,3,0.060165,0
P_675881,W_134666,2,0.123835,0
P_675883,W_137056,1,0.117706,0
P_6759,W_642,3,0.03604,0
P_675958,W_144326,1,0.078804,0
P_675959,W_144458,1,0.170157,0
P_675997,W_6163,1,0.348468,0
P_676009,W_133525,3,0.231009,0
P_676021,W_15385,4,0.357642,1
P_676023,W_156542,3,0.086533,0
P_676087,W_17053,4,0.663467,1
P_67609,W_67609,1,0.438328,0
P_67611,W_67609,1,0.157651,0
P_67613,W_67609,1,0.401961,0
P_67614,W_67609,1,0.23866,0
P_676145,W_12937,3,0.27333,1
P_67615,W_67609,1,0.611459,0
P_67616,W_67609,1,0.669208,1
P_676166,W_7027,0,0.466804,1
P_67625,W_4690,0,0.661794,0
P_676386,W_177431,4,0.230723,0
P_676500,W_15385,4,0.680634,1
P_676533,W_122729,0,0.530402,0
P_676564,W_119695,2,0.570732,1
P_676569,W_164640,1,0.065823,0
P_676595,W_177431,4,0.281049,1
P_676714,W_32202,2,0.212506,0
P_676775,W_140437,4,0.135889,0
P_676780,W_152634,0,0.111278,0
P_676877,W_26,3,0.552402,0
P_676896,W_11387,1,0.181384,0
P_677129,W_177431,4,0.458586,0
P_677214,W_28493,4,0.761726,0
P_677282,W_65609,2,0.722429,1
P_677316,W_9297,4,0.471117,0
P_677318,W_20254,0,0.71113,1
P_677595,W_2696,3,0.4099,0
P_677860,W_13693,4,0.430561,0
P_677984,W_373,0,0.201363,1
P_678,W_677,0,0.400736,0
P_678180,W_19353,0,0.849057,1
P_678211,W_4728,1,0.136736,0
P_678238,W_134622,4,0.117995,0
P_6784,W_6784,3,0.216207,0
P_678430,W_10216,1,0.72515,0
P_678592,W_137560,3,0.550699,1
P_678631,W_64627,4,0.726605,1
P_678747,W_121495,2,0.052641,0
P_678846,W_5655,3,0.667075,1
P_678939,W_22286,0,0.159718,0
P_678969,W_112910,4,0.683244,0
P_679,W_679,2,0.057113,0
P_67902,W_63932,4,0.643714,1
P_67909,W_30235,3,0.794055,1
P_67913,W_9376,4,0.829347,1
P_679155,W_114810,0,0.805093,1
P_679161,W_9286,2,0.641429,0
P_679163,W_4704,4,0.600755,0
P_679165,W_34604,1,0.773192,0
P_679171,W_5283,4,0.750524,1
P_679179,W_10913,1,0.573141,1
P_67922,W_10845,3,0.653157,0
P_679309,W_32053,3,0.250786,0
P_679584,W_7878,4,0.713233,1
P_679631,W_82200,4,0.45043,0
P_679648,W_22154,4,0.346205,1
P_679830,W_71702,3,0.601928,0
P_679878,W_113724,0,0.102421,0
P_67995,W_22053,0,0.419823,0
P_67999,W_22084,1,0.136653,0
P_680,W_679,2,0.203392,0
P_680017,W_177431,4,0.122136,0
P_680104,W_117417,4,0.344055,1
P_6804,W_8521,2,0.154833,0
P_68040,W_6693,0,0.225073,1
P_6805,W_8521,2,0.14395,0
P_68063,W_68063,2,0.62536,1
P_6807,W_6807,3,0.190937,0
P_680717,W_135493,0,0.278613,0
P_680829,W_4704,4,0.766231,1
P_680832,W_4700,1,0.730632,1
P_680871,W_133525,3,0.161316,0
P_680965,W_144458,1,0.119403,0
P_681032,W_152634,0,0.149712,0
P_681055,W_156542,3,0.073352,0
P_681092,W_4841,1,0.65207,0
P_681098,W_80336,0,0.578491,0
P_681106,W_138964,0,0.702515,0
P_681117,W_12792,3,0.579167,1
P_681124,W_27328,1,0.469192,1
P_681136,W_28221,2,0.389003,0
P_681137,W_19353,0,0.74318,1
P_681141,W_83873,2,0.620719,0
P_681146,W_3264,4,0.73504,1
P_681155,W_6441,4,0.698186,1
P_681163,W_20257,1,0.562305,0
P_681166,W_87469,0,0.125378,0
P_681167,W_4835,2,0.37039,0
P_681188,W_29299,0,0.616868,1
P_681189,W_114606,2,0.728017,1
P_681193,W_11552,4,0.531958,1
P_681267,W_132900,0,0.053293,0
P_681333,W_8872,4,0.077937,0
P_6817,W_1130,2,0.3462,1
P_681781,W_20005,0,0.558207,1
P_681974,W_139588,2,0.311995,0
P_681975,W_139588,2,0.389871,0
P_681978,W_139588,2,0.424785,0
P_681981,W_139588,2,0.495936,0
P_681985,W_139588,2,0.422974,0
P_681987,W_139588,2,0.59841,1
P_682041,W_7878,4,0.777902,1
P_682117,W_20005,0,0.141981,0
P_682295,W_139588,2,0.479134,0
P_682360,W_5319,3,0.534999,0
P_682536,W_139588,2,0.291903,0
P_682553,W_139588,2,0.508214,1
P_682645,W_154901,0,0.2888,0
P_682680,W_28493,4,0.753866,0
P_68292,W_1055,2,0.308369,1
P_682938,W_39785,4,0.67978,1
P_682968,W_124745,0,0.752912,0
P_683158,W_5697,2,0.23333,0
P_683173,W_6453,1,0.537828,0
P_68380,W_13208,1,0.042953,0
P_683813,W_10603,4,0.592272,1
P_683821,W_6292,2,0.360799,1
P_683985,W_120968,2,0.434067,0
P_684109,W_134347,3,0.060097,0
P_684149,W_132987,1,0.748808,1
P_684160,W_122815,1,0.479091,0
P_684166,W_34907,3,0.642989,1
P_684168,W_2759,3,0.520128,1
P_684564,W_5687,2,0.163053,0
P_684583,W_115251,3,0.738767,1
P_68459,W_9006,2,0.566013,1
P_685012,W_135493,0,0.109546,0
P_685307,W_32711,2,0.533447,1
P_685414,W_5283,4,0.681321,1
P_685456,W_134622,4,0.151508,0
P_685493,W_142497,1,0.101697,0
P_685575,W_55442,0,0.31908,0
P_685636,W_124199,0,0.515995,1
P_685637,W_1939,1,0.694305,1
P_685650,W_20162,3,0.666723,1
P_685651,W_19417,4,0.840375,1
P_685655,W_7818,4,0.658614,0
P_685659,W_29060,0,0.704576,1
P_685663,W_4843,1,0.814643,1
P_685665,W_4698,1,0.761045,1
P_685696,W_27894,2,0.826957,0
P_6857,W_99743,2,0.627245,0
P_68578,W_6715,2,0.501571,1
P_68581,W_3221,0,0.191301,1
P_685886,W_177431,4,0.069693,0
P_68599,W_2966,4,0.284651,0
P_686,W_564,4,0.193008,0
P_686062,W_20064,1,0.14274,0
P_686105,W_111535,0,0.066259,0
P_686148,W_59319,4,0.75015,1
P_686380,W_15521,2,0.283706,0
P_686396,W_1650,3,0.143031,0
P_686444,W_144354,0,0.094641,0
P_686494,W_9004,2,0.260831,0
P_686501,W_3092,1,0.473162,0
P_686502,W_11534,3,0.444275,0
P_686777,W_113615,4,0.101892,0
P_686838,W_9266,1,0.703076,0
P_686879,W_177431,4,0.115704,0
P_6869,W_4726,0,0.048122,0
P_686981,W_11484,3,0.50726,1
P_686982,W_6730,0,0.490844,1
P_686983,W_6730,0,0.527082,1
P_686984,W_10913,1,0.673013,1
P_686985,W_6730,0,0.481056,0
P_686996,W_6730,0,0.602363,0
P_686998,W_6730,0,0.614462,0
P_687,W_564,4,0.178748,0
P_6870,W_6870,3,0.293784,1
P_687021,W_6730,0,0.450442,0
P_687036,W_115814,2,0.420769,0
P_687040,W_113724,0,0.150546,0
P_687133,W_6730,0,0.580035,1
P_687139,W_6730,0,0.474347,0
P_68714,W_6437,3,0.489592,0
P_687208,W_6730,0,0.485207,0
P_68722,W_45675,2,0.284849,1
P_687466,W_26111,3,0.764291,1
P_687473,W_10901,2,0.733028,1
P_687491,W_9574,1,0.767035,1
P_687994,W_121548,0,0.225867,1
P_688,W_564,4,0.286414,0
P_6880,W_3978,1,0.230981,0
P_688360,W_62782,2,0.624124,0
P_688618,W_3245,3,0.659952,0
P_688625,W_101220,0,0.579003,1
P_688882,W_44435,3,0.6927,1
P_688891,W_89492,2,0.823509,1
P_68897,W_68897,1,0.222004,0
P_68898,W_68897,1,0.809361,1
P_689205,W_3057,0,0.248771,0
P_689209,W_11798,3,0.59991,0
P_689223,W_11798,3,0.660212,1
P_689254,W_111952,3,0.764829,0
P_689269,W_4816,2,0.706578,1
P_689313,W_59952,4,0.591085,1
P_689477,W_1143,1,0.200425,0
P_689706,W_4922,0,0.588035,0
P_690192,W_122183,2,0.41394,1
P_690195,W_122183,2,0.738844,1
P_690200,W_13693,4,0.298692,0
P_690205,W_40971,2,0.550405,0
P_690225,W_3221,0,0.418256,1
P_690346,W_1596,1,0.221807,0
P_690348,W_3177,2,0.382226,0
P_690397,W_22084,1,0.281046,0
P_690449,W_14485,3,0.177862,0
P_690454,W_39520,2,0.0915,1
P_690459,W_134622,4,0.505316,0
P_690533,W_20539,3,0.62662,1
P_690537,W_11649,1,0.616039,0
P_69073,W_69073,2,0.629877,0
P_69074,W_69073,2,0.4314,1
P_690758,W_113981,2,0.409241,1
P_69077,W_69073,2,0.722952,1
P_69078,W_64648,2,0.711938,1
P_69080,W_99743,2,0.699052,1
P_690826,W_6870,3,0.50328,0
P_690984,W_139740,3,0.201498,0
P_691131,W_113981,2,0.610877,1
P_691142,W_113981,2,0.757773,1
P_691458,W_9199,0,0.35362,0
P_691459,W_21352,3,0.190539,0
P_691668,W_10641,3,0.578669,1
P_691890,W_136166,0,0.160034,1
P_691921,W_38171,4,0.622854,0
P_69225,W_2393,1,0.536195,0
P_692357,W_132987,1,0.743768,1
P_692364,W_21025,2,0.614388,1
P_692841,W_10850,3,0.749327,1
P_69288,W_30246,1,0.250724,0
P_69289,W_1282,2,0.366384,0
P_693094,W_118849,3,0.163843,0
P_69312,W_882,0,0.376256,0
P_693292,W_111991,0,0.42914,0
P_69356,W_50379,1,0.356624,0
P_693624,W_4835,2,0.743104,1
P_6939,W_6939,1,0.106665,0
P_694000,W_64650,2,0.75353,1
P_694077,W_122729,0,0.453891,1
P_694136,W_38429,4,0.721716,1
P_694333,W_2081,0,0.118115,0
P_695103,W_13552,4,0.643484,1
P_695403,W_78838,3,0.53437,0
P_695415,W_6870,3,0.307583,1
P_695446,W_4887,1,0.606041,0
P_69550,W_6417,3,0.694591,1
P_695635,W_3928,4,0.102376,0
P_695733,W_5396,1,0.237595,1
P_696047,W_21695,1,0.354216,0
P_69619,W_5912,3,0.252232,0
P_696277,W_40419,2,0.662038,0
P_696313,W_4945,3,0.15287,1
P_69656,W_5958,0,0.228131,1
P_696742,W_28784,2,0.657307,1
P_696760,W_111991,0,0.385856,0
P_697212,W_115707,2,0.677268,1
P_697519,W_1002,3,0.37305,0
P_69779,W_50939,2,0.192091,0
P_697814,W_21025,2,0.33193,0
P_698155,W_10603,4,0.570652,0
P_69826,W_42631,3,0.121871,1
P_698509,W_27911,0,0.811056,1
P_698510,W_17274,1,0.500317,0
P_698554,W_5102,0,0.04797,1
P_6987,W_1108,3,0.111117,0
P_698871,W_135478,2,0.258225,0
P_698990,W_9704,2,0.642767,1
P_69914,W_69914,4,0.503776,0
P_699328,W_117417,4,0.423831,0
P_69943,W_69943,4,0.624552,1
P_69945,W_69943,4,0.522529,1
P_69946,W_69943,4,0.648006,0
P_69947,W_69943,4,0.440902,1
P_69948,W_69943,4,0.786727,0
P_69959,W_817,0,0.184435,1
P_699625,W_20084,4,0.483328,0
P_699684,W_5549,1,0.276905,0
P_69970,W_69970,2,0.63761,1
P_69974,W_10603,4,0.612775,1
P_699745,W_22936,0,0.378381,1
P_699746,W_127547,3,0.668149,1
P_699955,W_117417,4,0.759958,0
P_700134,W_137560,3,0.485187,0
P_700187,W_9004,2,0.123769,0
P_700219,W_59319,4,0.389544,1
P_700712,W_123334,2,0.381637,0
P_700725,W_5102,0,0.42232,0
P_700755,W_1276,4,0.119423,0
P_701043,W_9644,4,0.193626,0
P_701274,W_7247,2,0.199858,1
P_701283,W_23544,1,0.144814,0
P_701307,W_103771,3,0.614554,0
P_701392,W_56072,0,0.452199,1
P_70143,W_867,3,0.150182,0
P_70150,W_2658,1,0.41364,0
P_701662,W_111952,3,0.69665,1
P_70167,W_27477,3,0.148293,0
P_70168,W_775,0,0.222574,0
P_701775,W_58783,4,0.677847,1
P_70182,W_7247,2,0.509375,0
P_70190,W_15300,2,0.097349,0
P_70196,W_299,1,0.38532,1
P_702005,W_50939,2,0.61444,1
P_70227,W_11652,0,0.689337,1
P_702429,W_144326,1,0.244992,1
P_702435,W_152634,0,0.118878,0
P_70266,W_21826,2,0.250361,0
P_7027,W_7027,0,0.268594,0
P_7028,W_7027,0,0.47047,1
P_702954,W_145365,1,0.146737,0
P_7032,W_7032,0,0.056966,0
P_703225,W_299,1,0.266863,0
P_703297,W_106883,4,0.76253,1
P_703342,W_119473,3,0.76339,1
P_703391,W_10581,3,0.458039,1
P_703413,W_30209,0,0.683571,1
P_703415,W_117403,2,0.810053,1
P_703739,W_34353,3,0.680574,0
P_703850,W_34353,3,0.565176,0
P_70401,W_17053,4,0.1457,0
P_704104,W_38517,4,0.729066,1
P_704173,W_34353,3,0.422843,0
P_704667,W_37947,2,0.331907,0
P_704845,W_9350,2,0.657061,1
P_704961,W_56072,0,0.146403,0
P_705162,W_6403,3,0.224904,0
P_705163,W_4468,0,0.29267,1
P_705674,W_28547,4,0.584149,0
P_705845,W_9671,0,0.712916,0
P_706,W_706,0,0.664711,0
P_706398,W_56366,4,0.784615,1
P_706824,W_4702,2,0.477042,0
P_706969,W_27164,2,0.770469,1
P_706972,W_114490,1,0.698607,1
P_706973,W_20084,4,0.82861,1
P_706977,W_40671,4,0.613385,0
P_707076,W_111510,2,0.754906,1
P_707096,W_38517,4,0.668241,1
P_707151,W_28547,4,0.69227,1
P_707164,W_25113,0,0.288864,1
P_707242,W_30235,3,0.674094,1
P_707246,W_30235,3,0.738326,1
P_707247,W_119158,1,0.447501,0
P_707248,W_30235,3,0.718256,1
P_707306,W_113724,0,0.177347,1
P_707346,W_30235,3,0.623755,0
P_707347,W_30235,3,0.752062,1
P_707390,W_115814,2,0.217603,0
P_70746,W_4767,4,0.192275,1
P_707521,W_1478,1,0.075116,0
P_70785,W_9704,2,0.375358,1
P_70788,W_39785,4,0.575178,1
P_70824,W_63101,3,0.773287,0
P_70825,W_23239,4,0.809027,1
P_7084,W_7084,0,0.18164,0
P_708516,W_137560,3,0.823592,1
P_70862,W_677,0,0.701274,0
P_70888,W_70887,0,0.616673,1
P_709167,W_25154,0,0.269644,0
P_709327,W_139740,3,0.060084,0
P_709482,W_5915,0,0.787052,1
P_70959,W_64593,1,0.748779,1
P_709631,W_111952,3,0.647586,1
P_709760,W_123591,0,0.398885,0
P_71011,W_1278,0,0.178993,1
P_710366,W_9703,3,0.628132,1
P_710379,W_9703,3,0.642362,1
P_710383,W_9703,3,0.653248,1
P_710388,W_9576,4,0.676376,1
P_710508,W_52177,2,0.830684,1
P_71059,W_4354,3,0.148139,0
P_710614,W_156542,3,0.145893,0
P_710625,W_64649,4,0.558916,1
P_710681,W_5616,3,0.16783,0
P_710771,W_1939,1,0.585972,0
P_710830,W_164640,1,0.063658,0
P_711018,W_882,0,0.531144,0
P_711084,W_209,0,0.699839,1
P_711088,W_19912,3,0.700764,1
P_711092,W_19417,4,0.727986,1
P_711096,W_87469,0,0.68313,1
P_711103,W_109642,2,0.653346,1
P_711143,W_375,4,0.372125,1
P_711185,W_87758,0,0.777861,1
P_7112,W_6394,2,0.415948,0
P_711262,W_29130,3,0.390928,0
P_711286,W_144458,1,0.228198,0
P_711288,W_111906,1,0.623227,1
P_711338,W_132987,1,0.584623,1
P_711364,W_19417,4,0.738987,0
P_7116,W_7116,4,0.505979,0
P_7117,W_7116,4,0.636377,0
P_711796,W_50939,2,0.595,0
P_711816,W_20064,1,0.141003,0
P_71194,W_1412,1,0.54985,1
P_712248,W_7213,0,0.581531,1
P_712604,W_399,2,0.248855,1
P_712670,W_30209,0,0.67464,1
P_712674,W_4816,2,0.807324,1
P_712796,W_4728,1,0.10803,0
P_712798,W_25000,4,0.010519,0
P_712841,W_25000,4,0.37885,1
P_71288,W_61207,0,0.674785,1
P_712991,W_3099,2,0.666495,1
P_712992,W_7213,0,0.783594,1
P_712996,W_38476,0,0.617793,0
P_713012,W_5396,1,0.219451,0
P_713018,W_64652,1,0.695963,0
P_713041,W_3170,4,0.162551,0
P_713189,W_1308,0,0.409772,0
P_713364,W_23165,2,0.098273,0
P_713386,W_6784,3,0.191229,1
P_71367,W_4277,0,0.273932,0
P_713697,W_32534,2,0.692492,1
P_713803,W_76574,3,0.737023,0
P_713808,W_127392,1,0.798772,0
P_713812,W_11794,2,0.640772,1
P_713818,W_4826,3,0.426009,1
P_714190,W_8696,0,0.042312,0
P_714361,W_29045,2,0.386156,0
P_714535,W_4755,3,0.077225,0
P_714540,W_10745,1,0.478131,1
P_714552,W_7552,2,0.28734,0
P_714623,W_149519,0,0.278062,1
P_714660,W_5549,1,0.474115,1
P_714663,W_6753,3,0.67818,1
P_71473,W_71473,2,0.587497,0
P_71474,W_71473,2,0.444343,0
P_71479,W_71473,2,0.738123,1
P_71482,W_71473,2,0.652458,1
P_714827,W_16560,3,0.119993,0
P_714868,W_39786,3,0.633487,0
P_714873,W_1812,4,0.406573,0
P_714977,W_118849,3,0.069334,0
P_714993,W_12937,3,0.369209,0
P_71514,W_19955,2,0.718835,0
P_71519,W_6715,2,0.480788,0
P_715198,W_103771,3,0.64638,1
P_715251,W_113981,2,0.629699,1
P_715280,W_5162,4,0.214714,1
P_715414,W_1364,3,0.711485,1
P_715418,W_34604,1,0.798875,1
P_715438,W_119695,2,0.572541,1
P_715813,W_113615,4,0.138805,0
P_715852,W_6616,4,0.138367,0
P_715854,W_6676,3,0.112889,0
P_715856,W_6602,2,0.225986,1
P_715861,W_7776,3,0.096957,0
P_715863,W_430,3,0.327471,0
P_715865,W_5534,4,0.579447,1
P_715878,W_954,4,0.27425,0
P_715881,W_2407,2,0.18134,0
P_715884,W_594,1,0.352223,1
P_715893,W_11014,1,0.142055,0
P_715894,W_817,0,0.485913,1
P_715902,W_6602,2,0.42373,0
P_716066,W_5396,1,0.459989,1
P_716070,W_19508,0,0.208079,1
P_716072,W_10931,1,0.238506,1
P_716073,W_77153,3,0.126492,0
P_716074,W_32053,3,0.323611,0
P_716077,W_52963,2,0.387817,0
P_71613,W_16560,3,0.253109,1
P_716133,W_10472,0,0.054958,0
P_716178,W_118543,4,0.051917,0
P_716184,W_122709,2,0.166927,0
P_71622,W_4833,4,0.558639,1
P_716234,W_179,3,0.080094,0
P_716248,W_30326,0,0.303254,0
P_71626,W_4833,4,0.075344,0
P_716292,W_35389,4,0.675774,1
P_716293,W_35389,4,0.601559,1
P_716295,W_34604,1,0.807333,1
P_716359,W_56072,0,0.101696,0
P_716364,W_5549,1,0.332715,1
P_716368,W_24222,4,0.249656,0
P_716373,W_3964,1,0.290257,0
P_716433,W_3904,1,0.754692,0
P_716542,W_135493,0,0.152622,0
P_716556,W_121495,2,0.110783,0
P_716588,W_3964,1,0.229429,0
