wid,pid,role
W_64615,P_102347,train
W_64615,P_64615,train
W_64743,P_64744,train
W_64743,P_719809,train
W_64748,P_64748,train
W_64748,P_64749,train
W_6482,P_283106,train
W_6482,P_364114,train
W_64898,P_248156,train
W_64898,P_64901,train
W_65,P_65,train
W_65,P_66,train
W_65003,P_178075,train
W_65003,P_65003,train
W_65031,P_65031,train
W_65031,P_84665,train
W_65037,P_203176,train
W_65037,P_65037,train
W_65155,P_65155,train
W_65155,P_65156,train
W_6522,P_6522,train
W_6522,P_798478,train
W_6526,P_177110,train
W_6526,P_6526,train
W_65273,P_65273,train
W_65273,P_65274,train
W_65523,P_574856,train
W_65523,P_707582,train
W_65568,P_184373,train
W_65568,P_648498,train
W_65589,P_108230,train
W_65589,P_65590,train
W_65683,P_227509,train
W_65683,P_227513,train
W_65751,P_65751,train
W_65751,P_65752,train
W_65771,P_247204,train
W_65771,P_65771,train
W_6579,P_212577,train
W_6579,P_283108,train
W_66003,P_66003,train
W_66003,P_66005,train
W_66091,P_156614,train
W_66091,P_764980,train
W_6638,P_284700,train
W_6638,P_6638,train
W_66384,P_267489,train
W_66384,P_271174,train
W_66457,P_66457,train
W_66457,P_727821,train
W_66533,P_224880,train
W_66533,P_66533,train
W_66670,P_149451,train
W_66670,P_66670,train
W_66733,P_115902,train
W_66733,P_115905,train
W_66815,P_231513,train
W_66815,P_752125,train
W_66852,P_116786,train
W_66852,P_66855,train
W_66866,P_66866,train
W_66866,P_748561,train
W_66957,P_470847,train
W_66957,P_66957,train
W_66977,P_292459,train
W_66977,P_782045,train
W_67002,P_67002,train
W_67002,P_721114,train
W_67094,P_233429,train
W_67094,P_743515,train
W_671,P_60592,train
W_671,P_673534,train
W_67101,P_67101,train
W_67101,P_67105,train
W_67106,P_115954,train
W_67106,P_67108,train
W_6722,P_424801,train
W_6722,P_761930,train
W_67297,P_671186,train
W_67297,P_67297,train
W_67318,P_67318,train
W_67318,P_67319,train
W_67470,P_67470,train
W_67470,P_93327,train
W_67473,P_618553,train
W_67473,P_694145,train
W_67660,P_364530,train
W_67660,P_67660,train
W_67757,P_67757,train
W_67757,P_70334,train
W_67806,P_552443,train
W_67806,P_552446,train
W_67883,P_249708,train
W_67883,P_731763,train
W_68027,P_279375,train
W_68027,P_68028,train
W_6819,P_117343,train
W_6819,P_754377,train
W_68364,P_152995,train
W_68364,P_68364,train
W_68455,P_68463,train
W_68455,P_68478,train
W_6847,P_260449,train
W_6847,P_34625,train
W_68502,P_254500,train
W_68502,P_446721,train
W_6862,P_120503,train
W_6862,P_6862,train
W_68814,P_68814,train
W_68814,P_713242,train
W_68861,P_68862,train
W_68861,P_68864,train
W_6889,P_12723,train
W_6889,P_563097,train
W_69028,P_351705,train
W_69028,P_69029,train
W_69054,P_176999,train
W_69054,P_543964,train
W_69115,P_69115,train
W_69115,P_69125,train
W_69188,P_568029,train
W_69188,P_699544,train
W_69221,P_140108,train
W_69221,P_548918,train
W_69232,P_69232,train
W_69232,P_710710,train
W_69242,P_380316,train
W_69242,P_745783,train
W_69247,P_69248,train
W_69247,P_725370,train
W_6937,P_17697,train
W_6937,P_17709,train
W_69373,P_69374,train
W_69373,P_76164,train
W_6938,P_360190,train
W_6938,P_6938,train
W_69383,P_416652,train
W_69383,P_614012,train
W_69581,P_69581,train
W_69581,P_716648,train
W_69600,P_204136,train
W_69600,P_69601,train
W_69637,P_69637,train
W_69637,P_69638,train
W_69652,P_69652,train
W_69652,P_69654,train
W_69685,P_388235,train
W_69685,P_69685,train
W_69686,P_560289,train
W_69686,P_722465,train
W_69745,P_69747,train
W_69745,P_69748,train
W_69816,P_69816,train
W_69816,P_69817,train
W_69866,P_526772,train
W_69866,P_69866,train
W_6990,P_40163,train
W_6990,P_6990,train
W_7000,P_193567,train
W_7000,P_37641,train
W_70028,P_70028,train
W_70028,P_85599,train
W_70036,P_226430,train
W_70036,P_703036,train
W_70071,P_487296,train
W_70071,P_70071,train
W_70160,P_246253,train
W_70160,P_70177,train
W_70311,P_447296,train
W_70311,P_70311,train
W_70331,P_370782,train
W_70331,P_70331,train
W_70385,P_331796,train
W_70385,P_70385,train
W_70414,P_315149,train
W_70414,P_742869,train
W_70512,P_480327,train
W_70512,P_70512,train
W_7073,P_10545,train
W_7073,P_362555,train
W_70796,P_532405,train
W_70796,P_70796,train
W_70806,P_673706,train
W_70806,P_70807,train
W_7081,P_237016,train
W_7081,P_28920,train
W_7099,P_408198,train
W_7099,P_679899,train
W_71095,P_346187,train
W_71095,P_71095,train
W_71100,P_578545,train
W_71100,P_71100,train
W_71153,P_171502,train
W_71153,P_71153,train
W_71333,P_338289,train
W_71333,P_71333,train
W_71338,P_338287,train
W_71338,P_71338,train
W_7143,P_511603,train
W_7143,P_783770,train
W_71466,P_306188,train
W_71466,P_456853,train
W_71486,P_738684,train
W_71486,P_748289,train
W_71581,P_489244,train
W_71581,P_578755,train
W_71634,P_725984,train
W_71634,P_83455,train
W_71699,P_168389,train
W_71699,P_788000,train
W_717,P_107077,train
W_717,P_391006,train
W_7171,P_404249,train
W_7171,P_88261,train
W_71759,P_404446,train
W_71759,P_98239,train
W_71842,P_738880,train
W_71842,P_789774,train
W_72163,P_72163,train
W_72163,P_96341,train
W_72173,P_359019,train
W_72173,P_72174,train
W_72193,P_443880,train
W_72193,P_72193,train
W_72217,P_72217,train
W_72217,P_735557,train
W_72252,P_489446,train
W_72252,P_81581,train
W_72480,P_207196,train
W_72480,P_72480,train
W_7255,P_493774,train
W_7255,P_590066,train
W_72565,P_671596,train
W_72565,P_72567,train
W_72667,P_72667,train
W_72667,P_72670,train
W_72804,P_102026,train
W_72804,P_363657,train
W_72818,P_686848,train
W_72818,P_72820,train
W_72883,P_190571,train
W_72883,P_72883,train
W_73081,P_73081,train
W_73081,P_776015,train
W_73234,P_523418,train
W_73234,P_529997,train
W_73277,P_395910,train
W_73277,P_73277,train
W_73375,P_605474,train
W_73375,P_73375,train
W_73522,P_386196,train
W_73522,P_73522,train
W_73612,P_233627,train
W_73612,P_334375,train
W_73747,P_197255,train
W_73747,P_383352,train
W_73760,P_297080,train
W_73760,P_73761,train
W_73770,P_295451,train
W_73770,P_73770,train
W_73780,P_598186,train
W_73780,P_73780,train
W_73790,P_585713,train
W_73790,P_789102,train
W_7385,P_478236,train
W_7385,P_96463,train
W_73850,P_493309,train
W_73850,P_77438,train
W_74003,P_74004,train
W_74003,P_764863,train
W_74024,P_175949,train
W_74024,P_84622,train
W_74044,P_314903,train
W_74044,P_74047,train
W_74067,P_410672,train
W_74067,P_788323,train
W_7430,P_464363,train
W_7430,P_80745,train
W_7432,P_7435,train
W_7432,P_752167,train
W_7441,P_331527,train
W_7441,P_44642,train
W_74422,P_351996,train
W_74422,P_74422,train
W_7452,P_7452,train
W_7452,P_789402,train
W_74536,P_74536,train
W_74536,P_95706,train
W_74556,P_191966,train
W_74556,P_74556,train
W_74594,P_74594,train
W_74594,P_74597,train
W_74660,P_190433,train
W_74660,P_74660,train
W_7469,P_431787,train
W_7469,P_679339,train
W_7471,P_472907,train
W_7471,P_99541,train
W_74723,P_74723,train
W_74723,P_74729,train
W_74724,P_461084,train
W_74724,P_74724,train
W_7494,P_554077,train
W_7494,P_586049,train
W_75085,P_75085,train
W_75085,P_75086,train
W_75145,P_396656,train
W_75145,P_75145,train
W_75157,P_138976,train
W_75157,P_717705,train
W_75186,P_259155,train
W_75186,P_75186,train
W_75270,P_501045,train
W_75270,P_75270,train
W_75360,P_116876,train
W_75360,P_264318,train
W_75377,P_565574,train
W_75377,P_75377,train
W_75440,P_75440,train
W_75440,P_75441,train
W_75623,P_520589,train
W_75623,P_727505,train
W_75690,P_324949,train
W_75690,P_75690,train
W_758,P_464832,train
W_758,P_759,train
W_75865,P_189691,train
W_75865,P_75865,train
W_75977,P_244407,train
W_75977,P_75977,train
W_76004,P_76004,train
W_76004,P_76010,train
W_76016,P_76016,train
W_76016,P_76017,train
W_76044,P_148079,train
W_76044,P_155194,train
W_76140,P_236191,train
W_76140,P_522382,train
W_76245,P_76255,train
W_76245,P_785732,train
W_7626,P_698040,train
W_7626,P_7626,train
W_76264,P_76264,train
W_76264,P_76270,train
W_76272,P_523436,train
W_76272,P_76275,train
W_76281,P_139267,train
W_76281,P_76281,train
W_76335,P_608793,train
W_76335,P_76335,train
W_76430,P_174181,train
W_76430,P_471682,train
W_76480,P_359837,train
W_76480,P_372356,train
W_76507,P_248402,train
W_76507,P_269670,train
W_76522,P_203005,train
W_76522,P_614276,train
W_76538,P_361650,train
W_76538,P_76538,train
W_76558,P_126892,train
W_76558,P_706569,train
W_76755,P_450581,train
W_76755,P_76757,train
W_76856,P_743603,train
W_76856,P_76856,train
W_77193,P_341337,train
W_77193,P_535812,train
W_77274,P_388183,train
W_77274,P_77274,train
W_7736,P_391948,train
W_7736,P_656856,train
W_77428,P_539920,train
W_77428,P_77428,train
W_77475,P_526003,train
W_77475,P_651233,train
W_77578,P_126944,train
W_77578,P_77579,train
W_78293,P_369774,train
W_78293,P_78294,train
W_78429,P_666317,train
W_78429,P_78430,train
W_78498,P_317917,train
W_78498,P_78499,train
W_7863,P_764854,train
W_7863,P_7863,train
W_7865,P_751125,train
W_7865,P_760324,train
W_78663,P_442792,train
W_78663,P_78663,train
W_78694,P_78694,train
W_78694,P_78695,train
W_78734,P_335884,train
W_78734,P_78734,train
W_78740,P_162662,train
W_78740,P_78748,train
W_78833,P_140850,train
W_78833,P_490523,train
W_78841,P_166719,train
W_78841,P_78841,train
W_78964,P_430725,train
W_78964,P_78967,train
W_79099,P_481450,train
W_79099,P_79100,train
W_79105,P_79105,train
W_79105,P_79111,train
W_79249,P_731573,train
W_79249,P_79249,train
W_7932,P_163104,train
W_7932,P_665693,train
W_79441,P_79441,train
W_79441,P_79447,train
W_795,P_136444,train
W_795,P_574737,train
W_79509,P_772800,train
W_79509,P_79515,train
W_79558,P_79558,train
W_79558,P_79559,train
W_7966,P_671503,train
W_7966,P_7977,train
W_79887,P_162060,train
W_79887,P_85547,train
W_79999,P_176976,train
W_79999,P_755064,train
W_8012,P_53819,train
W_8012,P_72901,train
W_80121,P_80121,train
W_80121,P_80122,train
W_80276,P_270582,train
W_80276,P_278717,train
W_80290,P_647326,train
W_80290,P_647329,train
W_8030,P_8030,train
W_8030,P_8031,train
W_80510,P_462156,train
W_80510,P_80510,train
W_80570,P_517570,train
W_80570,P_586062,train
W_80685,P_415824,train
W_80685,P_679895,train
W_80846,P_139330,train
W_80846,P_80846,train
W_80875,P_386775,train
W_80875,P_80876,train
W_80889,P_191587,train
W_80889,P_80889,train
W_80999,P_323670,train
W_80999,P_391692,train
W_81009,P_165060,train
W_81009,P_81009,train
W_81019,P_297392,train
W_81019,P_443079,train
W_81229,P_176590,train
W_81229,P_81229,train
W_8126,P_649625,train
W_8126,P_67237,train
W_8131,P_223995,train
W_8131,P_444256,train
W_81425,P_494434,train
W_81425,P_752507,train
W_81451,P_314883,train
W_81451,P_327042,train
W_81478,P_81478,train
W_81478,P_84290,train
W_81584,P_400574,train
W_81584,P_81584,train
W_81616,P_675478,train
W_81616,P_81616,train
W_81805,P_727383,train
W_81805,P_81808,train
W_81859,P_81859,train
W_81859,P_81862,train
W_82144,P_362941,train
W_82144,P_82144,train
W_8227,P_213187,train
W_8227,P_712235,train
W_82280,P_82280,train
W_82280,P_82281,train
W_82338,P_664059,train
W_82338,P_82341,train
W_82414,P_715272,train
W_82414,P_82415,train
W_82470,P_502668,train
W_82470,P_82470,train
W_82542,P_740423,train
W_82542,P_744065,train
W_8261,P_387853,train
W_8261,P_8261,train
W_8278,P_187205,train
W_8278,P_8278,train
W_82836,P_775035,train
W_82836,P_82838,train
W_82993,P_82993,train
W_82993,P_82994,train
W_8310,P_304144,train
W_8310,P_791210,train
W_83136,P_165207,train
W_83136,P_549433,train
W_83151,P_295067,train
W_83151,P_490832,train
W_83196,P_83196,train
W_83196,P_83197,train
W_83207,P_83207,train
W_83207,P_83208,train
W_8326,P_708587,train
W_8326,P_8326,train
W_83354,P_228948,train
W_83354,P_83356,train
W_83371,P_83371,train
W_83371,P_83372,train
W_83407,P_83407,train
W_83407,P_83410,train
W_8343,P_253144,train
W_8343,P_8344,train
W_8346,P_201446,train
W_8346,P_345342,train
W_83479,P_83479,train
W_83479,P_89632,train
W_83494,P_360710,train
W_83494,P_726806,train
W_83505,P_83505,train
W_83505,P_83509,train
W_8352,P_31784,train
W_8352,P_8353,train
W_83742,P_83748,train
W_83742,P_83750,train
W_83769,P_173218,train
W_83769,P_83769,train
W_83859,P_266202,train
W_83859,P_747134,train
W_83877,P_462804,train
W_83877,P_741945,train
W_83974,P_350682,train
W_83974,P_412063,train
W_8412,P_424883,train
W_8412,P_724387,train
W_8424,P_383496,train
W_8424,P_669779,train
W_8439,P_128391,train
W_8439,P_723264,train
W_84773,P_334512,train
W_84773,P_84780,train
W_84886,P_610368,train
W_84886,P_84890,train
W_85023,P_341800,train
W_85023,P_85023,train
W_85115,P_169292,train
W_85115,P_85115,train
W_85193,P_700138,train
W_85193,P_773406,train
W_85255,P_529026,train
W_85255,P_85255,train
W_8567,P_8567,train
W_8567,P_8568,train
W_85745,P_85745,train
W_85745,P_85748,train
W_860,P_575854,train
W_860,P_782958,train
W_86063,P_154550,train
W_86063,P_86063,train
W_86073,P_86073,train
W_86073,P_86074,train
W_86256,P_487577,train
W_86256,P_86257,train
W_8630,P_606871,train
W_8630,P_664177,train
W_864,P_156553,train
W_864,P_156560,train
W_86440,P_86440,train
W_86440,P_86441,train
W_86464,P_785624,train
W_86464,P_86464,train
W_8647,P_8647,train
W_8647,P_8648,train
W_86483,P_137566,train
W_86483,P_86483,train
W_86777,P_455969,train
W_86777,P_652632,train
W_86904,P_86904,train
W_86904,P_87070,train
W_87138,P_87135,train
W_87138,P_87139,train
W_87299,P_485045,train
W_87299,P_87299,train
W_87349,P_137732,train
W_87349,P_87349,train
W_87432,P_163116,train
W_87432,P_87432,train
W_87509,P_414269,train
W_87509,P_87509,train
W_87595,P_718379,train
W_87595,P_87605,train
W_8763,P_31629,train
W_8763,P_8763,train
W_87731,P_87731,train
W_87731,P_87734,train
W_87842,P_87842,train
W_87842,P_87844,train
W_87869,P_87869,train
W_87869,P_87870,train
W_88,P_750509,train
W_88,P_88,train
W_88005,P_402761,train
W_88005,P_88007,train
W_88014,P_88014,train
W_88014,P_88015,train
W_88183,P_383697,train
W_88183,P_88184,train
W_8830,P_8830,train
W_8830,P_8831,train
W_88303,P_294998,train
W_88303,P_88303,train
W_8832,P_161645,train
W_8832,P_26563,train
W_88417,P_567359,train
W_88417,P_88418,train
W_8842,P_8842,train
W_8842,P_8843,train
W_88454,P_91572,train
W_88454,P_96112,train
W_8855,P_149298,train
W_8855,P_8855,train
W_88620,P_190370,train
W_88620,P_88621,train
W_8880,P_57916,train
W_8880,P_8880,train
W_88906,P_236896,train
W_88906,P_587263,train
W_89081,P_281820,train
W_89081,P_89081,train
W_8915,P_32730,train
W_8915,P_65630,train
W_89383,P_486892,train
W_89383,P_89384,train
W_89421,P_189758,train
W_89421,P_89422,train
W_8947,P_8949,train
W_8947,P_91288,train
W_8952,P_131869,train
W_8952,P_8962,train
W_89572,P_722109,train
W_89572,P_89572,train
W_8963,P_117767,train
W_8963,P_8963,train
W_89639,P_395571,train
W_89639,P_413336,train
W_89747,P_766835,train
W_89747,P_89770,train
W_89754,P_89754,train
W_89754,P_89774,train
W_90044,P_537861,train
W_90044,P_90044,train
W_90052,P_475616,train
W_90052,P_90073,train
W_9018,P_295683,train
W_9018,P_9018,train
W_9020,P_61785,train
W_9020,P_9020,train
W_9022,P_399960,train
W_9022,P_56657,train
W_90231,P_325284,train
W_90231,P_372055,train
W_90279,P_365741,train
W_90279,P_91895,train
W_90408,P_187813,train
W_90408,P_412760,train
W_90515,P_371924,train
W_90515,P_90515,train
W_90747,P_423240,train
W_90747,P_90747,train
W_90903,P_90903,train
W_90903,P_94927,train
W_90963,P_713373,train
W_90963,P_746011,train
W_91025,P_91025,train
W_91025,P_91026,train
W_91416,P_282310,train
W_91416,P_91416,train
W_91587,P_91587,train
W_91587,P_91588,train
W_91606,P_131890,train
W_91606,P_91606,train
W_91613,P_100948,train
W_91613,P_91613,train
W_91662,P_794001,train
W_91662,P_91662,train
W_91848,P_91848,train
W_91848,P_91849,train
W_91909,P_329070,train
W_91909,P_91909,train
W_91943,P_420249,train
W_91943,P_91944,train
W_91963,P_229133,train
W_91963,P_91963,train
W_92047,P_327841,train
W_92047,P_92048,train
W_92340,P_301631,train
W_92340,P_92340,train
W_92346,P_313209,train
W_92346,P_755889,train
W_92366,P_92366,train
W_92366,P_92367,train
W_92545,P_602158,train
W_92545,P_92545,train
W_9259,P_46149,train
W_9259,P_749595,train
W_92609,P_350840,train
W_92609,P_469866,train
W_9274,P_107737,train
W_9274,P_677494,train
W_92759,P_92760,train
W_92759,P_96119,train
W_93281,P_280002,train
W_93281,P_93360,train
W_93391,P_93391,train
W_93391,P_96072,train
W_93393,P_437415,train
W_93393,P_577350,train
W_93395,P_160555,train
W_93395,P_784781,train
W_93410,P_473372,train
W_93410,P_93410,train
W_93531,P_529363,train
W_93531,P_93531,train
W_93700,P_693074,train
W_93700,P_93700,train
W_93937,P_705466,train
W_93937,P_93942,train
W_93980,P_772640,train
W_93980,P_93980,train
W_9401,P_9403,train
W_9401,P_9404,train
W_94113,P_586322,train
W_94113,P_94113,train
W_94126,P_609891,train
W_94126,P_689185,train
W_94138,P_438993,train
W_94138,P_518281,train
W_94154,P_94154,train
W_94154,P_94157,train
W_94195,P_94195,train
W_94195,P_94196,train
W_94572,P_570390,train
W_94572,P_94572,train
W_94674,P_270026,train
W_94674,P_514181,train
W_9476,P_468715,train
W_9476,P_9476,train
W_9490,P_252379,train
W_9490,P_9490,train
W_94901,P_481188,train
W_94901,P_634892,train
W_95019,P_486589,train
W_95019,P_95020,train
W_9511,P_199586,train
W_9511,P_380847,train
W_95147,P_539831,train
W_95147,P_781234,train
W_95201,P_275231,train
W_95201,P_95201,train
W_9524,P_679667,train
W_9524,P_9532,train
W_95242,P_115374,train
W_95242,P_392507,train
W_95251,P_379913,train
W_95251,P_95251,train
W_9527,P_449744,train
W_9527,P_9527,train
W_95295,P_717148,train
W_95295,P_95295,train
W_95346,P_453567,train
W_95346,P_791455,train
W_95355,P_127174,train
W_95355,P_219624,train
W_95372,P_280976,train
W_95372,P_611794,train
W_9549,P_132154,train
W_9549,P_9550,train
W_95537,P_730046,train
W_95537,P_95537,train
W_95545,P_101106,train
W_95545,P_395693,train
W_95598,P_398721,train
W_95598,P_791984,train
W_956,P_556886,train
W_956,P_584906,train
W_957,P_365217,train
W_957,P_365366,train
W_9573,P_161323,train
W_9573,P_16301,train
W_95867,P_232763,train
W_95867,P_400984,train
W_9593,P_502446,train
W_9593,P_730699,train
W_96041,P_298691,train
W_96041,P_96041,train
W_96054,P_589411,train
W_96054,P_632554,train
W_96056,P_96056,train
W_96056,P_96057,train
W_9613,P_400513,train
W_9613,P_9613,train
W_96164,P_172857,train
W_96164,P_96164,train
W_9620,P_238420,train
W_9620,P_241872,train
W_96235,P_716047,train
W_96235,P_96235,train
W_963,P_37456,train
W_963,P_40560,train
W_96429,P_324843,train
W_96429,P_96435,train
W_96641,P_671430,train
W_96641,P_671506,train
W_9666,P_9666,train
W_9666,P_9670,train
W_96663,P_136345,train
W_96663,P_387516,train
W_96833,P_213400,train
W_96833,P_96834,train
W_9686,P_144241,train
W_9686,P_729670,train
W_96861,P_96861,train
W_96861,P_96866,train
W_96888,P_396929,train
W_96888,P_711013,train
W_96977,P_96977,train
W_96977,P_96978,train
W_97028,P_643814,train
W_97028,P_674532,train
W_97039,P_582890,train
W_97039,P_97039,train
W_97146,P_184010,train
W_97146,P_97148,train
W_97210,P_374762,train
W_97210,P_97210,train
W_97394,P_325237,train
W_97394,P_97394,train
W_97396,P_577738,train
W_97396,P_97396,train
W_9741,P_9743,train
W_9741,P_9744,train
W_9748,P_21628,train
W_9748,P_435347,train
W_9752,P_21608,train
W_9752,P_9857,train
W_97569,P_209396,train
W_97569,P_97569,train
W_97639,P_746927,train
W_97639,P_97639,train
W_97656,P_138685,train
W_97656,P_97656,train
