query_pid,query_wid,n_rel,global:full_long_rel_ranks,global:full_60_rel_ranks,global:base_1500_rel_ranks,ttr_rel_ranks,win_max_rel_ranks,win_fuse_rel_ranks,s1_hub_rel_ranks
P_58900,W_4468,12,311;388;533;582;984;2114;2774;3011;3013;3629;4610;6349,98;143;251;302;400;992;1139;1412;1522;1634;1864;2330,268;561;658;870;1186;3458;3607;3619;4299;4360;6088;6687,57;101;109;294;626;1426;2154;2155;2361;2612;3098;4301,192;579;1193;1490;1626;1656;2357;3084;5300;6111;6312;6525,205;492;709;731;1636;1691;2102;2534;4236;4284;5391;6189,311;388;533;582;984;2114;2774;3011;3013;3629;4610;6349
P_589133,W_4846,12,37;123;326;973;1047;1189;1809;2025;2055;2057;2686;3549,188;269;277;302;631;692;2051;2073;2505;2545;3539;4376,79;221;503;1224;1478;1994;2443;3057;6022;6422;9702;11093,15;200;212;816;883;916;1857;1864;2162;2456;3155;4192,117;144;185;194;326;450;531;752;834;1547;2149;3118,92;289;353;471;584;634;681;877;1099;1244;1899;1919,37;123;326;973;1047;1189;1809;2025;2055;2057;2686;3549
P_589135,W_4846,12,40;880;1335;1856;1879;1904;2523;3090;3230;4173;4646;4723,492;1089;1755;2221;2373;3554;4236;4383;4979;5033;5271;5396,1261;1323;1614;4195;4366;5041;5852;6125;6138;7968;9340;10684,100;668;1722;1916;1995;2142;2152;2666;3584;3840;4264;5041,103;728;1515;1663;1765;2170;2245;2408;2422;3483;4780;6710,23;1420;1625;1659;1765;1860;1862;2526;3212;3573;3865;5523,40;880;1335;1856;1879;1904;2523;3090;3230;4173;4646;4723
P_589137,W_12135,12,139;981;1237;1370;1464;1480;2998;4821;4949;5407;5979;8329,226;436;1838;2211;3000;3146;3196;3841;4088;4269;5507;7781,461;640;718;913;1134;3760;5383;5588;5762;7021;7202;7953,21;322;537;1055;1528;2671;3378;3847;5710;7514;7934;8395,1443;1629;1652;3059;4203;4710;5771;7020;7097;7685;7966;8960,183;731;1671;2322;2671;3460;4744;5031;5970;5980;6466;6575,139;981;1237;1370;1464;1480;2998;4821;4949;5407;5979;8329
P_589179,W_144458,12,1;2;3;13;18;24;32;42;43;44;46;224,40;52;72;186;249;250;288;392;662;664;1606;2308,1213;2065;2579;2617;3300;3317;4132;4173;4282;4744;6337;7593,2;3;9;15;27;28;30;48;73;79;85;330,2;3;4;5;10;11;23;29;31;40;69;237,1;2;3;5;8;9;16;19;23;27;33;187,1;2;3;13;18;24;32;42;43;44;46;224
P_58920,W_677,12,5;10;14;65;113;216;239;252;426;1013;1245;6909,55;88;98;129;231;335;367;915;945;3628;4430;6158,66;152;188;239;392;502;906;1298;2625;3310;3532;9511,3;10;19;41;92;114;225;371;456;741;1809;7939,8;9;45;81;132;145;146;204;236;495;620;1079,3;17;24;50;51;82;130;159;179;702;706;3009,5;10;14;65;113;216;239;252;426;1013;1245;6909
P_58937,W_6616,12,3;4;5;12;16;17;32;69;75;225;261;2683,2;7;9;13;18;37;42;85;126;202;641;5667,7;34;158;403;605;716;853;1496;1509;1653;2152;3199,1;4;5;8;13;15;31;33;148;276;403;2715,4;7;8;10;11;12;18;37;47;647;730;995,2;3;4;9;14;17;18;24;32;343;393;1651,3;4;5;12;16;17;32;69;75;225;261;2683
P_589525,W_121495,12,11;12;14;16;107;132;137;240;260;289;736;1201,47;83;178;197;322;356;526;593;865;1018;1128;1493,4713;5611;5961;6434;6552;8362;8874;9246;9317;9976;11843;11970,8;9;11;13;71;81;95;150;177;214;557;1143,4;6;11;44;57;79;115;262;300;480;529;919,2;6;7;21;78;94;113;142;194;197;691;749,11;12;14;16;107;132;137;240;260;289;736;1201
P_589669,W_50523,12,675;715;1179;1329;2423;2548;2549;3137;3166;3167;5394;9811,923;1229;1357;1358;1384;1385;1442;1741;2405;3062;4525;7139,201;283;1032;1330;1482;1483;2072;2073;2490;5101;6926;8385,135;595;837;1113;1114;1611;1740;1895;1896;2991;5295;10609,104;105;783;830;1232;1885;1886;2506;3048;3472;5391;11082,560;689;935;936;1315;1759;1964;1965;2589;2890;4438;10350,675;715;1179;1329;2423;2548;2549;3137;3166;3167;5394;9811
P_589687,W_4884,12,4;21;201;224;238;882;900;1433;3348;5691;6051;9794,79;431;446;1139;2116;2176;2471;4514;6575;6968;7008;12299,329;521;1242;1708;2067;2170;2207;2263;3841;7534;9045;13004,6;36;169;302;406;1011;1283;1367;3170;5406;5727;10360,88;290;293;481;523;659;1402;2190;2224;4020;5106;10430,37;45;141;178;348;496;669;907;2605;5140;5405;10121,4;21;201;224;238;882;900;1433;3348;5691;6051;9794
P_589691,W_52227,12,2;6;24;29;34;61;82;86;176;930;1067;1273,1;16;39;63;137;203;215;232;400;2443;2726;5216,2;32;185;260;313;358;559;813;1304;1515;1772;2650,1;3;6;16;32;51;83;110;382;1312;1321;1554,3;16;31;35;58;94;228;485;744;1055;1636;2421,1;8;14;15;32;36;44;135;233;716;1172;1630,2;6;24;29;34;61;82;86;176;930;1067;1273
P_589725,W_140437,12,4;40;81;84;89;221;227;362;434;457;875;1049,4;20;24;39;45;190;212;227;265;336;734;867,55;83;96;145;200;272;817;1292;1328;1510;2565;4773,4;22;49;60;85;100;190;276;394;397;686;1092,2;7;20;25;128;203;230;249;381;600;657;884,1;13;38;73;88;144;244;246;249;496;715;801,4;40;81;84;89;221;227;362;434;457;875;1049
P_589939,W_5917,12,3664;3924;5044;5048;5322;5484;5658;5831;6410;6674;7386;8713,6256;7164;7759;8089;8209;9451;9585;9685;10127;10741;11298;12506,2707;2880;3122;3345;4533;4797;5457;5516;5743;6802;7076;7735,2250;2439;2964;3044;3053;3170;3328;4201;4219;4356;4995;6311,2571;2916;3961;5174;6599;9378;10659;11137;11461;12500;13380;13791,3692;3966;3972;4006;6173;7661;7724;8032;8232;9823;9876;10308,3664;3924;5044;5048;5322;5484;5658;5831;6410;6674;7386;8713
P_590082,W_150625,12,1439;1740;2131;3256;3607;3946;6338;6428;6915;7035;7082;7838,31;562;943;1022;1124;1385;1609;1800;2948;3177;3629;4280,406;593;1775;2708;2909;3061;3096;4005;4103;4223;4371;7531,816;1804;2176;2713;3632;3963;5874;5907;6268;6443;6579;6919,220;401;1189;2064;3905;4046;4160;4530;4613;4614;4871;5015,856;1186;2264;3027;3186;3653;5210;5539;5627;5876;6072;6443,1439;1740;2131;3256;3607;3946;6338;6428;6915;7035;7082;7838
P_590300,W_21828,12,1;6;9;22;31;71;122;124;175;178;283;489,38;140;229;255;334;390;809;935;973;993;2034;2252,25;68;79;114;147;518;538;647;755;2260;2625;4895,2;3;4;5;10;25;50;88;90;110;133;375,1;2;3;4;10;19;25;26;62;97;143;650,1;4;5;9;10;31;53;90;93;131;209;288,1;6;9;22;31;71;122;124;175;178;283;489
P_590311,W_13540,12,53;114;269;813;1686;1841;2608;3505;3922;3995;4645;12344,363;422;435;520;888;1111;1159;1806;2654;3782;5307;6434,172;424;440;1197;1541;2356;2543;2785;3597;4020;4681;5892,27;50;291;1269;1463;1865;1900;2017;2367;2954;3871;12276,26;226;607;1188;1440;2125;2633;4565;5197;5427;7808;13480,9;196;374;436;1473;1934;3000;3498;4474;4870;6321;13024,53;114;269;813;1686;1841;2608;3505;3922;3995;4645;12344
P_590319,W_9574,12,252;290;567;585;1782;2032;2078;2587;2841;2927;3413;3468,56;76;362;1832;2468;2580;2612;2818;3596;5148;5424;5851,596;1090;1500;2250;2931;3632;4098;6826;6922;8073;8527;9387,156;290;622;644;1734;1785;2128;2568;3036;3107;3119;3286,251;1047;1181;1530;1888;2248;2821;3127;3138;3873;4510;5042,206;557;793;1230;1581;2159;2344;2940;2954;2997;3913;4219,252;290;567;585;1782;2032;2078;2587;2841;2927;3413;3468
P_590320,W_111656,12,113;201;264;753;760;882;902;904;1174;1403;1801;2645,61;589;985;1074;1141;1670;1739;1928;1950;2019;3272;5490,1288;1393;1536;1790;2088;4666;4727;4782;6440;6817;7917;10260,61;94;309;556;736;854;866;973;1039;1145;1213;2026,142;327;570;884;898;1032;1940;2062;2442;2761;3370;4985,73;171;612;657;687;844;852;1021;1275;2198;2268;2333,113;201;264;753;760;882;902;904;1174;1403;1801;2645
P_590322,W_7818,12,159;323;596;1620;1670;2028;2115;2158;3311;3696;3814;4384,691;860;941;1299;2142;2250;3900;3914;4648;4867;4912;6635,166;2101;2191;2365;3068;3238;3446;3758;3957;4348;7347;10066,94;286;569;1258;1274;1554;1983;2063;3011;3407;3699;3851,115;367;673;1081;1212;2551;2808;2855;2959;3055;4572;4928,100;259;716;1366;1630;2169;2178;2248;3082;3705;4175;4304,159;323;596;1620;1670;2028;2115;2158;3311;3696;3814;4384
P_590323,W_11859,12,547;573;896;2385;2425;2481;3074;4143;4225;4464;5407;6059,1149;1375;1715;2062;2203;2989;3436;3700;4337;5585;5905;6178,26;1308;1375;1409;2412;3063;3139;4899;4901;5661;5962;7223,627;782;783;1399;2416;2604;3154;3709;3793;4240;4821;5235,170;208;282;901;1129;2160;2465;4114;4935;5603;6010;6459,289;301;481;1624;1759;2581;3217;3243;4579;5283;5773;5934,547;573;896;2385;2425;2481;3074;4143;4225;4464;5407;6059
P_590349,W_12137,12,127;273;482;769;912;1021;1430;1610;2130;4447;4607;4608,118;123;337;554;995;1852;2000;2037;2744;3179;7626;7627,201;891;1282;1604;2181;2933;5113;5685;6510;6511;6801;7338,169;289;588;873;1054;1156;1584;1767;2285;2898;4041;4042,72;367;551;697;889;1117;1358;1379;2293;2975;3871;3872,268;283;319;817;856;974;1193;1278;1594;3601;4152;4153,127;273;482;769;912;1021;1430;1610;2130;4447;4607;4608
P_590385,W_71702,12,253;337;438;710;1325;1466;1527;1746;1842;2024;2563;3492,91;302;602;768;986;1031;1105;1632;1675;1831;1936;2895,167;208;228;241;647;845;956;1195;1364;1480;1873;4394,89;169;372;658;959;1326;1391;1497;1512;2118;2599;3397,436;462;582;597;833;1051;1240;1243;1478;1579;2668;3541,388;534;603;645;900;953;1365;1413;1559;1581;2277;3466,253;337;438;710;1325;1466;1527;1746;1842;2024;2563;3492
P_590388,W_22154,12,556;735;799;856;1182;1414;2443;2520;2920;3107;3426;3702,109;155;1568;2278;2341;2928;3105;3520;3725;4940;5283;6740,52;609;2048;2440;2574;3267;4244;5118;5496;6353;6503;6754,278;603;611;775;922;1172;1663;2049;2186;2208;2876;3781,387;506;564;1294;1535;2225;3084;3235;3573;3874;4998;6271,512;534;626;760;1876;2139;2272;2432;2983;3262;4208;5194,556;735;799;856;1182;1414;2443;2520;2920;3107;3426;3702
P_590403,W_4687,12,198;312;499;628;959;1197;1549;1616;4446;4543;5378;5379,184;280;496;1198;1858;3200;3935;4126;4388;6130;6986;6987,670;1050;2444;3595;3748;3912;4313;4321;5092;6883;7001;7002,245;429;530;725;796;1378;1474;1505;4292;4808;5401;5402,147;467;524;699;731;899;2161;2187;2953;6091;6677;6678,132;338;507;542;755;1193;1615;1780;3622;5388;6068;6069,198;312;499;628;959;1197;1549;1616;4446;4543;5378;5379
P_590424,W_56239,12,449;552;686;774;920;1468;1795;2094;2206;4121;5865;7397,23;151;416;611;707;851;1703;1789;1811;3905;4520;5216,1265;1316;1570;3462;3986;4385;4513;5132;5270;5435;6014;7849,478;501;873;884;944;1331;1777;2204;2316;4052;5440;6994,361;559;801;1176;1251;1604;1792;2614;2913;3614;4272;4299,482;538;564;734;1196;1474;1832;1861;2049;3784;5048;5824,449;552;686;774;920;1468;1795;2094;2206;4121;5865;7397
P_590426,W_39783,12,457;663;695;1538;2428;2986;3075;3550;3733;4789;4967;8002,745;1117;1214;1573;2027;2478;2504;2623;3237;3324;6249;6730,47;509;873;1101;1286;1287;1533;2737;3518;3801;7557;9186,165;311;626;1046;2254;2439;2643;3231;3384;3960;4257;8238,2053;2068;2069;2093;2442;2590;2984;3675;4305;4928;5024;7307,1205;1212;1233;1701;2498;3080;3573;3611;3739;3880;4829;7538,457;663;695;1538;2428;2986;3075;3550;3733;4789;4967;8002
P_590429,W_4690,12,502;1139;1274;1677;1698;1752;1962;2248;3155;3414;4299;4773,847;951;1137;1320;1348;2027;2141;2603;2730;3442;4931;6890,748;1083;1219;1417;1514;1913;2045;3022;4238;5638;6799;6858,713;947;1065;1736;1967;2093;2327;2388;3331;3643;4472;5040,751;1151;1413;1517;1643;1651;2360;2834;3252;3564;5084;6020,557;1118;1179;1534;1623;1744;1932;2867;3065;3163;4707;5454,502;1139;1274;1677;1698;1752;1962;2248;3155;3414;4299;4773
P_590541,W_22945,12,534;1309;1668;1798;1963;2189;2505;3517;4134;4233;4364;6845,1410;1925;2283;2400;4177;4896;6002;6437;6784;7448;7639;8550,558;1065;1279;1453;1615;1643;1967;2542;4856;6631;9137;13695,672;1196;1215;1790;2191;2756;3093;3325;4035;4636;4962;7053,764;1144;1192;2160;3376;4167;4616;4700;5176;5792;6322;6955,722;884;1241;1889;3433;3613;3804;3825;4126;5059;5119;6880,534;1309;1668;1798;1963;2189;2505;3517;4134;4233;4364;6845
P_590605,W_19912,12,6;32;65;81;88;119;315;438;509;766;852;7897,33;66;160;237;509;830;925;956;1037;1242;1439;6207,200;215;398;1354;1893;2297;2603;3120;3434;3931;5135;5656,13;27;59;60;68;159;252;343;388;418;609;7893,9;92;95;108;116;190;203;222;454;493;1446;4501,6;20;57;61;63;106;200;265;386;505;979;6256,6;32;65;81;88;119;315;438;509;766;852;7897
P_590608,W_19912,12,9;36;130;169;198;325;372;375;601;682;2371;6941,154;199;422;647;724;789;796;810;888;1122;3646;9498,183;552;665;1381;2845;3083;3124;3667;4447;5345;6120;6874,41;66;85;214;295;320;410;458;492;511;2119;7746,20;26;111;149;217;292;319;324;473;630;3450;6246,11;40;57;173;191;208;212;257;341;575;2733;6596,9;36;130;169;198;325;372;375;601;682;2371;6941
P_590617,W_40702,12,3;6;39;52;75;104;1618;1651;4516;6758;7340;9053,8;18;21;25;175;731;801;2777;5355;5582;6943;8071,217;236;1782;2188;2900;3165;4906;6448;6610;6672;7038;11392,3;4;49;62;70;88;1897;2351;4285;6421;6977;9201,6;60;73;161;198;279;406;1068;5160;6222;6441;7660,3;8;27;46;98;124;693;1200;5230;6590;7465;7512,3;6;39;52;75;104;1618;1651;4516;6758;7340;9053
P_590640,W_40702,12,1;57;90;92;113;295;2576;3756;3761;5769;8121;8374,17;23;36;302;445;1297;2154;3322;4678;5720;8317;9042,464;1037;1658;2537;3854;5862;6638;7335;8122;8661;10265;11509,2;72;81;139;150;194;1853;3816;4552;5505;7299;7508,9;25;46;48;51;158;282;1070;2088;5036;5093;8508,5;17;42;45;47;163;1407;1535;3891;4303;6705;8406,1;57;90;92;113;295;2576;3756;3761;5769;8121;8374
P_590773,W_11817,12,13;70;112;212;312;550;878;1026;1563;1937;1995;2110,175;347;454;695;990;999;1609;1798;2066;2192;2526;4087,147;265;447;565;737;1362;1373;1941;2063;2592;3001;5733,51;84;157;446;612;949;1005;1596;1918;2119;2578;2757,541;708;901;1080;1521;1694;1873;2498;2579;3472;3483;4303,117;262;271;385;620;621;1260;1266;2138;2672;2751;3036,13;70;112;212;312;550;878;1026;1563;1937;1995;2110
P_590800,W_115692,12,73;420;586;1313;2477;2555;3071;4189;5269;5530;7179;7361,350;387;1334;1454;3990;4319;5538;5774;7369;8796;9017;9403,835;2095;2162;5645;6217;6382;6404;7780;7950;10441;11771;13705,46;259;448;765;1687;2511;3439;3602;5130;6822;6924;8924,339;630;949;1467;1695;2414;4132;4324;4448;5052;6550;6989,116;425;829;1481;1948;3575;3589;3872;4062;5064;5949;6857,73;420;586;1313;2477;2555;3071;4189;5269;5530;7179;7361
P_59082,W_6216,12,299;368;584;1417;1590;2394;3379;4040;4601;9694;13348;14055,451;994;1560;2222;2253;4942;5081;7828;8989;10585;11028;11032,1863;1906;3370;3999;4510;4559;4775;6506;9749;9751;10204;12093,362;422;499;1411;1978;2951;5233;5542;5797;9678;13138;13340,1256;1544;1732;1769;1943;1982;2089;2271;5061;5150;6593;6867,565;695;745;1286;1979;2185;2743;4080;4474;5136;9125;11289,299;368;584;1417;1590;2394;3379;4040;4601;9694;13348;14055
P_59099,W_14662,12,8;20;110;139;170;675;775;1038;1405;2417;3737;7898,20;283;686;1961;2137;3056;3734;4509;4586;4658;5431;6188,215;223;924;1079;1090;1239;2015;2043;2114;4644;7483;8851,3;28;68;93;101;434;478;769;1136;2311;3252;7924,365;807;968;1449;2208;3392;3512;3709;3747;4217;4595;4657,45;70;233;294;510;1517;1691;1702;1960;3145;3732;5501,8;20;110;139;170;675;775;1038;1405;2417;3737;7898
P_59102,W_4865,12,4;11;79;223;251;303;378;722;785;1187;2932;3854,120;387;426;721;807;931;1107;1952;2175;2870;4870;5172,71;157;386;510;694;842;1010;1183;1339;1780;1914;3872,6;19;45;68;71;172;247;435;460;537;2474;3990,12;17;31;126;136;440;591;639;1001;1058;1387;5730,5;39;57;95;130;269;310;536;659;765;1858;4665,4;11;79;223;251;303;378;722;785;1187;2932;3854
P_59103,W_21826,12,327;589;710;1008;1046;1135;1763;2577;2591;5677;6553;8130,1356;1544;1933;2002;2034;2372;4094;4180;4701;5918;6641;9182,1024;1129;1651;1798;1811;3418;4243;5714;6452;6519;7236;8384,568;587;638;903;1006;1437;1731;2707;2793;5597;6537;8352,310;430;1382;1419;2014;2403;3006;3064;3262;4252;6040;6409,457;520;589;1118;1444;1484;2178;2199;4311;4636;5562;7375,327;589;710;1008;1046;1135;1763;2577;2591;5677;6553;8130
P_591160,W_31383,12,2;12;23;27;31;35;39;54;142;197;255;957,303;636;758;1077;1901;2145;2433;3314;3696;4611;5892;6854,288;695;938;1051;1101;1163;1258;1637;1874;1927;3652;4731,5;8;24;25;26;32;40;49;192;225;296;987,19;22;42;46;49;69;133;167;184;186;257;612,3;10;17;19;24;28;47;73;89;113;148;633,2;12;23;27;31;35;39;54;142;197;255;957
P_591181,W_9507,12,13;30;79;88;118;158;171;229;405;800;975;1075,28;71;287;574;709;897;1067;1095;1214;2000;2205;3613,383;515;637;849;982;1355;1704;2070;2115;2833;3498;4513,15;37;47;113;195;206;214;313;354;819;1050;1553,36;56;232;265;291;428;633;639;874;908;1100;1606,36;39;131;178;193;242;259;279;411;557;619;984,13;30;79;88;118;158;171;229;405;800;975;1075
P_591183,W_37513,12,1;2;3;5;7;9;10;37;50;53;71;101,1;3;4;5;7;21;23;59;72;91;92;273,25;44;77;201;331;604;758;1209;1334;1476;1757;2150,1;2;3;4;5;10;13;24;25;33;38;97,1;2;4;6;7;9;10;17;48;72;95;217,1;2;3;4;5;6;8;23;37;54;62;74,1;2;3;5;7;9;10;37;50;53;71;101
P_591184,W_23544,12,1;7;12;17;28;32;41;49;411;981;984;1134,57;95;106;152;179;189;274;309;455;643;865;1210,135;136;303;820;930;1364;1638;1740;1741;2055;2594;4488,1;7;18;23;30;31;40;66;406;936;997;1091,1;2;3;13;30;42;48;55;554;1156;1876;3679,1;4;5;6;14;24;26;29;383;900;1267;1736,1;7;12;17;28;32;41;49;411;981;984;1134
P_5912,W_5912,12,5;18;39;47;105;139;447;471;794;861;874;983,30;40;68;73;95;109;135;196;494;691;1520;2013,370;406;444;446;455;690;1156;1616;2226;3518;5793;6246,5;11;49;61;70;111;197;368;475;1038;1262;1600,2;33;58;115;193;197;275;386;402;527;667;778,4;5;39;71;74;79;204;295;304;353;545;572,5;18;39;47;105;139;447;471;794;861;874;983
P_591373,W_118543,12,2;6;14;20;24;31;50;99;115;400;647;970,13;52;57;110;138;179;192;344;427;1370;1803;4217,11;86;217;394;443;943;966;1236;1421;2310;5782;5842,21;22;26;48;54;70;142;224;254;603;838;1414,19;38;136;152;158;340;375;490;580;955;1204;1439,4;20;24;37;51;64;85;162;182;645;834;867,2;6;14;20;24;31;50;99;115;400;647;970
P_591381,W_122709,12,1;2;19;31;45;54;87;197;334;371;628;854,7;11;18;27;54;56;285;309;730;912;1078;1662,15;56;63;144;196;231;300;579;640;741;2123;3058,1;3;4;8;47;51;101;179;220;246;384;546,1;2;10;13;16;32;58;76;235;247;356;543,1;3;7;10;15;53;90;102;241;261;389;490,1;2;19;31;45;54;87;197;334;371;628;854
P_591385,W_134347,12,2;3;7;8;10;14;68;89;120;206;916;3129,1;2;7;21;35;36;43;110;141;231;1189;2994,16;19;20;32;33;51;225;239;313;396;1810;4377,1;2;3;6;9;15;36;53;134;168;884;2564,2;4;5;10;18;27;42;100;120;646;1867;3276,1;4;5;8;10;12;50;80;136;228;1146;3008,2;3;7;8;10;14;68;89;120;206;916;3129
P_591387,W_135493,12,1;2;3;4;10;13;15;34;37;46;52;204,6;9;19;28;39;52;56;79;88;93;137;308,189;208;304;420;429;494;653;797;1062;1573;2833;4289,1;2;3;9;13;14;22;28;36;49;111;307,1;3;5;7;8;14;16;17;23;39;109;395,1;2;3;5;6;7;9;17;21;32;54;225,1;2;3;4;10;13;15;34;37;46;52;204
P_591388,W_5534,12,43;45;56;111;237;303;436;513;525;1828;2151;2488,253;279;337;935;1154;1361;2142;2238;2992;3739;4540;8552,265;486;650;684;1670;2127;2309;2338;3156;3173;3333;5138,16;22;29;66;213;224;441;492;653;1709;1841;1979,4;23;24;27;28;78;101;111;391;974;1673;2799,12;20;26;40;104;128;130;199;538;795;1711;2404,43;45;56;111;237;303;436;513;525;1828;2151;2488
P_59149,W_42054,12,27;113;141;438;464;973;1060;1682;2165;2658;2659;2839,87;150;260;293;602;846;1394;1883;1884;2368;3748;5018,819;924;953;1320;2479;2480;2892;2957;3391;4933;5450;6051,23;94;113;319;467;532;1356;1647;1735;1736;2035;2798,9;33;138;204;888;1302;1433;1521;1951;4009;4010;5648,31;45;63;269;489;1022;1116;1668;1682;3161;3162;3985,27;113;141;438;464;973;1060;1682;2165;2658;2659;2839
P_59152,W_59150,12,4;7;54;114;279;284;358;585;1099;1215;1484;1900,8;102;540;686;813;1655;2003;2529;2686;2722;5280;5407,28;68;132;418;437;594;667;838;2645;4753;5484;6733,1;11;59;151;300;330;374;618;1101;1185;1502;2104,6;7;172;186;194;232;411;443;1292;1535;1824;2340,4;6;90;103;187;280;296;329;1131;1489;1518;1576,4;7;54;114;279;284;358;585;1099;1215;1484;1900
P_591547,W_152634,12,1;2;4;5;12;23;27;49;65;84;86;91,20;30;41;55;61;76;79;85;87;185;222;408,3;7;11;14;18;201;518;547;753;858;1375;1384,1;2;3;7;13;22;23;46;58;60;68;71,1;3;4;5;7;10;17;22;29;37;44;54,1;2;3;5;9;13;14;16;28;36;40;41,1;2;4;5;12;23;27;49;65;84;86;91
P_59169,W_26988,12,46;73;83;95;168;189;339;383;469;632;850;874,240;398;439;504;713;1196;1304;1479;1683;2020;2663;4303,121;294;853;1170;1593;2717;2734;3504;4077;4741;5043;5467,63;68;116;218;242;261;347;357;449;625;1031;1154,28;76;180;286;422;467;494;510;773;813;1196;1211,24;58;132;139;158;199;217;311;508;549;554;831,46;73;83;95;168;189;339;383;469;632;850;874
P_5917,W_5917,12,23;24;40;45;47;150;215;224;242;328;696;1296,8;19;21;33;44;87;168;213;325;363;512;3163,35;38;228;284;289;342;369;388;627;991;1641;3164,25;36;42;51;59;97;116;175;249;268;322;1653,2;19;37;193;215;267;296;325;678;870;1262;2242,2;10;11;45;50;140;192;238;291;360;1144;1154,23;24;40;45;47;150;215;224;242;328;696;1296
P_5918,W_5917,12,1;2;3;5;9;12;20;31;32;48;106;1994,2;9;29;37;104;110;129;152;156;251;319;6958,23;64;86;184;193;245;254;271;478;710;1815;3533,1;2;4;5;11;12;16;30;34;38;133;1937,2;3;11;19;53;95;105;106;164;314;450;2680,1;2;3;4;7;11;15;17;28;53;91;2067,1;2;3;5;9;12;20;31;32;48;106;1994
P_592007,W_243,12,71;169;245;350;369;507;830;1331;1350;2760;2826;5757,109;181;216;974;1035;1248;1797;1866;1887;2465;3552;8853,12;149;426;538;593;762;1210;2664;2966;3495;3508;7635,47;59;201;490;501;518;913;1005;1082;2616;2649;4411,75;85;461;519;649;750;884;950;1424;1897;1905;2103,39;204;250;378;411;751;916;933;939;1380;2002;4298,71;169;245;350;369;507;830;1331;1350;2760;2826;5757
P_592017,W_8872,12,187;945;979;1235;1692;2776;3363;3663;3753;4189;5260;8735,3231;3462;3599;5694;6376;6555;7619;8543;9347;10146;10358;12550,6681;6958;7852;9532;9574;9693;10518;10542;10639;10979;11416;11565,117;118;245;535;1376;1634;2026;2214;2247;2633;3099;5403,142;186;406;694;800;977;1323;1498;1692;2343;2406;2631,71;259;530;678;915;1666;1862;1991;2124;2443;3283;5273,187;945;979;1235;1692;2776;3363;3663;3753;4189;5260;8735
P_59203,W_42453,12,1;105;135;205;728;805;1623;2864;3838;3983;5277;8151,30;73;329;722;973;1310;1792;1999;3576;3691;3702;6912,157;410;453;469;937;1004;1083;1630;2291;3192;4607;10667,5;28;226;400;883;938;1785;3590;3806;3881;5351;8771,44;86;103;138;378;821;1020;1271;1350;2704;2997;5768,7;70;274;294;661;694;1167;1332;1968;3289;3499;7212,1;105;135;205;728;805;1623;2864;3838;3983;5277;8151
P_59204,W_42453,12,48;371;454;474;608;1043;1376;1519;1583;1914;2058;5762,73;314;445;513;701;772;992;1481;1521;2496;2889;7190,249;422;545;1692;2399;3070;3269;3515;3533;3655;3871;9340,26;114;257;655;671;714;769;831;1207;1583;1985;6496,1;63;268;349;411;421;547;1478;1600;1622;1927;7153,5;166;256;320;768;778;912;964;1094;1437;1599;6519,48;371;454;474;608;1043;1376;1519;1583;1914;2058;5762
